Department,CourseNumber,ParsedPrerequisites,numberOfOfferings,Prerequisites,Offerings
ENSC,196,,5,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
ENSC,204,,1,,['Fall 2024']
ENSC,220,"(PHYS121,PHYS126,PHYS141,ENSC120,MATH232,MATH260,MATH310)",3,"(PHYS 121 or PHYS 126 or PHYS 141), ENSC 120, MATH 232 and (MATH 260 or MATH 310), all with a minimum grade of C-. MATH 260 may be taken concurrently.","['Summer 2025', 'Fall 2024', 'Summer 2024']"
ENSC,225,"(ENSC220,MSE250,MATH232,MATH260,MATH310)",3,"(ENSC 220 or MSE 250), MATH 232, and (MATH 260 or MATH 310), all with a minimum grade of C-.","['Summer 2025', 'Fall 2024', 'Summer 2024']"
ENSC,251,"(ENSC151,CMPT135,CMPT125,CMPT127)",3,"ENSC 151 or CMPT 135 or (CMPT 125 and CMPT 127), all with a minimum grade of C-.","['Summer 2025', 'Fall 2024', 'Summer 2024']"
ENSC,252,"(ENSC151,CMPT125,CMPT126,CMPT135)",3,"ENSC 151 or CMPT 125 or CMPT 126 or CMPT 135, with a minimum grade of C-. ENSC 252 is a required course for all engineering science majors and honours students (no course substitutions are permitted).","['Summer 2025', 'Fall 2024', 'Summer 2024']"
ENSC,254,"(ENSC251,ENSC252)",2,"ENSC 251 and ENSC 252, both with a minimum grade of C-.","['Summer 2025', 'Summer 2024']"
ENSC,280,"(PHYS121,ENSC120,PHYS141,MATH251,MATH232)",2,"((PHYS 121 and ENSC 120) or PHYS 141) and (MATH 251 and MATH 232), all with a minimum grade of C-. MATH 251 and/or MATH 232 may be taken concurrently with ENSC 280. Engineering Science Majors and Honours students are required to take ENSC 280 (no course substitutions will be accepted).","['Summer 2025', 'Summer 2024']"
ENSC,295,"(ENSC195),(ENSC196)",5,ENSC 195 or 196.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
ENSC,296,"(ENSC195,ENSC196)",5,ENSC 195 or 196 and approval of internship co-ordinator required.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
ENSC,316,"(MATH251,ENSC220,MSE250)",1,"MATH 251 and (ENSC 220 or MSE 250), all with a minimum grade of C-.",['Fall 2024']
ENSC,320,"(ENSC220,MSE250,MATH232,MATH260,MATH310)",2,"(ENSC 220 or MSE 250), MATH 232, and (MATH 260 or MATH 310), all with a minimum grade of C-.","['Summer 2025', 'Summer 2024']"
ENSC,324,"(ENSC220,MSE250,MATH232,MATH260,MATH310)",1,"(ENSC 220 or MSE 250), MATH 232, and (MATH 260 or MATH 310), all with a minimum grade of C-.",['Fall 2024']
ENSC,325,"(ENSC225,ENSC226,MSE251)",2,"ENSC 225 or ENSC 226 or MSE 251, with a minimum grade of C-.","['Spring 2025', 'Spring 2024']"
ENSC,327,"(ENSC380,MSE280,ENSC280)",2,"(ENSC 380 or MSE 280) and ENSC 280, all with a minimum grade of C-. Students who completed STAT 270 prior to Spring 2015 may use STAT 270 instead of ENSC 280.","['Spring 2025', 'Spring 2024']"
ENSC,350,"(ENSC215,ENSC250),(ENSC215,CMPT250),(ENSC252,ENSC254)",3,"(ENSC 215 and either ENSC 250 or CMPT 250) or (ENSC 252 and ENSC 254), all with a minimum grade of C-.","['Spring 2025', 'Fall 2024', 'Spring 2024']"
ENSC,351,"(ENSC151,ENSC215,ENSC250),(ENSC254),(CMPT225,CMPT250),(CMPT225,CMPT295)",1,"(ENSC 151 and ENSC 215 and ENSC 250) or ENSC 254 or (CMPT 225 and (CMPT 250 or CMPT 295)), all with a minimum grade of C- and a minimum of 60 units. ENSC 351 is a required course for all engineering science major and honours students (no course substitutions are permitted).",['Fall 2024']
ENSC,370,,1,Completion of at least 25 units of engineering science (ENSC) courses.,['Fall 2024']
ENSC,380,"(ENSC180,ENSC220,MSE250,MATH260,MATH310)",1,"ENSC 180, ENSC 220 (or MSE 250) and (MATH 260 or MATH 310), all with a minimum grade of C-.",['Fall 2024']
ENSC,383,"(ENSC380),(MSE280)",2,"ENSC 380 (or MSE 280), with a minimum grade of C-.","['Spring 2025', 'Spring 2024']"
ENSC,385,"(PHYS120,PHYS140,MATH152)",1,"(PHYS 120 or PHYS 140) and MATH 152, all with a minimum grade of C-.",['Fall 2024']
ENSC,386,"(PHYS120,MATH260,MATH310,ENSC281,ENSC385)",2,"PHYS 120, (MATH 260 or MATH 310), and (ENSC 281 or ENSC 385), all with a minimum grade of C-.","['Spring 2025', 'Spring 2024']"
ENSC,387,"(ENSC380),(MSE280)",2,"ENSC 380 or MSE 280, with a minimum grade of C-.","['Spring 2025', 'Spring 2024']"
ENSC,395,"(ENSC295),(ENSC296)",5,ENSC 295 or 296 and a minimum of 75 units.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
ENSC,396,"(ENSC295,ENSC296)",5,"ENSC 295 or 296, a minimum of 75 units and approval of internship co-ordinator required.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
ENSC,403,,1,A minimum of 100 units and permission of the chair of the undergraduate curriculum committee.,['Fall 2024']
ENSC,406,"(ENSC100,ENSC106,CMPT106,MSE102)",2,"100 units including one of ENSC 100, ENSC 106, CMPT 106, or MSE 102, with a minimum grade of C-.","['Summer 2025', 'Summer 2024']"
ENSC,410,,2,A minimum of 80 units is required to enroll in this course.,"['Spring 2025', 'Spring 2024']"
ENSC,413,"(MATH251,ENSC280,ENSC351,ENSC380)",2,"MATH 251, ENSC 280, ENSC 351, ENSC 380, all with a minimum grade of B.","['Spring 2025', 'Spring 2024']"
ENSC,416,"(ENSC316,MATH254)",2,"ENSC 316 and MATH 254, both with a minimum grade of C-.","['Spring 2025', 'Spring 2024']"
ENSC,425,"(ENSC320,ENSC325,ENSC380,ENSC425),(ENSC320,ENSC325,MSE280,ENSC425)",2,"ENSC 320, ENSC 325, (ENSC 380 or MSE 280), all with a minimum grade of C- and a minimum of 80 units.","['Summer 2025', 'Summer 2024']"
ENSC,426,"(ENSC416,PHYS421,ENSC325)",2,"Completion of 80 units including (ENSC 416 or PHYS 421) and ENSC 325, with a minimum grade of C-.","['Summer 2025', 'Summer 2024']"
ENSC,427,(ENSC327),2,ENSC 327 with a minimum grade of C-. A minimum of 80 units required.,"['Spring 2025', 'Spring 2024']"
ENSC,428,"(ENSC380,MSE280,SEE341,ENSC280)",2,"(ENSC 380 or MSE 280 or SEE 341) and ENSC 280, all with a minimum grade of C-. Students who completed STAT 270 prior to Spring 2015 may use STAT 270 instead of ENSC 280.","['Summer 2025', 'Summer 2024']"
ENSC,429,"(ENSC327,ENSC328,ENSC380),(ENSC327,ENSC328,MSE280)",2,"(ENSC 327 or ENSC 328), (ENSC 380 or MSE 280), all with a minimum grade of C- and a minimum of 80 units.","['Summer 2025', 'Summer 2024']"
ENSC,440,(ENSC405W),3,ENSC 405W with a minimum grade of C-. Students will be automatically enrolled in ENSC 440 in the term immediately following successful completion of ENSC 405W.,"['Summer 2025', 'Fall 2024', 'Summer 2024']"
ENSC,450,"(ENSC225,MSE251,SEE231,ENSC350)",2,"(ENSC 225 or MSE 251 or SEE 231) and ENSC 350, all with a minimum grade of C- and a minimum of 80 units.","['Spring 2025', 'Spring 2024']"
ENSC,452,"(ENSC350,ENSC351)",2,"ENSC 350 and 351, with a minimum grade of C- and a minimum of 80 units.","['Spring 2025', 'Spring 2024']"
ENSC,453,"(ENSC350,ENSC351)",1,"ENSC 350 and ENSC 351, both with a minimum grade of C-.",['Fall 2024']
ENSC,461,,2,To be determined by the instructor subject to approval by the department chair.,"['Spring 2025', 'Spring 2024']"
ENSC,470,"(PHYS121,PHYS126,PHYS141,MATH260,MATH310)",2,"Completion of 80 units including (PHYS 121 or 126 or 141) and (MATH 260 or MATH 310), with a minimum grade of C-.","['Summer 2025', 'Summer 2024']"
ENSC,474,"(ENSC180,ENSC251),(CMPT225)",2,((ENSC 180 and ENSC 251) or CMPT 225) with a minimum grade of C- and a minimum of 80 units.,"['Spring 2025', 'Spring 2024']"
ENSC,475,"(ENSC225,MSE251,ENSC320,ENSC380),(ENSC225,MSE251,ENSC320,MSE280)",2,"(ENSC 225 or MSE 251), ENSC 320, (ENSC 380 or MSE 280), all with a minimum grade of C- and a minimum of 80 units. ENSC 380/MSE 280 can be taken concurrently.","['Spring 2025', 'Spring 2024']"
ENSC,476,"(PHYS121,PHYS102,PHYS141)",1,"Completion of 80 units including PHYS 121 or 102 or 141, with a minimum grade of C-. Recommended: ENSC 376 or 470.",['Summer 2024']
ENSC,477,"(ENSC380),(MSE280)",1,(ENSC 380 or MSE 280) with a minimum grade of C- and a minimum of 80 units.,['Fall 2024']
ENSC,482,"(MATH232,MACM316,ENSC280,MSE210,PHYS231)",2,"MATH 232, MACM 316, (ENSC 280 or MSE 210 or PHYS 231), all with a minimum grade of C- and a minimum of 80 units.","['Summer 2025', 'Summer 2024']"
ENSC,483,"(ENSC383),(MSE381)",2,"ENSC 383 or MSE 381, with a minimum grade of C- and a minimum of 80 units.","['Summer 2025', 'Summer 2024']"
ENSC,488,"(ENSC230,ENSC386,ENSC383),(ENSC230,ENSC386,MSE381)",2,"(ENSC 230 or ENSC 386) and (ENSC 383 or MSE 381), all with a minimum grade of C- and 80 units.","['Spring 2025', 'Spring 2024']"
ENSC,495,"(ENSC225,MSE251,PHYS365,SEE231)",2,"ENSC 225 or MSE 251 or PHYS 365 or SEE 231, with a minimum grade of C- and permission of the instructor and a minimum of 80 units. Enrollment in this course is by application only.","['Spring 2025', 'Spring 2024']"
ENSC,498,,5,At least 115 units or permission of the academic supervisor.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
ENSC,499,(ENSC498),5,ENSC 498 with a minimum grade of P.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
ENV,299,,1,,['Spring 2024']
ENV,302,,2,Admission into Environment Co-operative Education Program.,"['Summer 2024', 'Spring 2024']"
ENV,303,"(ARCH350,ENV302,GEOG302)",2,"ARCH 350, ENV 302 or GEOG 302 and readmission into Environment Co-operative Education Program.","['Summer 2024', 'Spring 2024']"
ENV,402,"(ARCH351,ENV303,GEOG303)",2,"ARCH 351, ENV 303 or GEOG 303 and readmission into Environment Co-operative Education Program.","['Summer 2024', 'Spring 2024']"
ENV,403,"(ARCH450,ENV402,GEOG402)",2,"ARCH 450, ENV 402 or GEOG 402 and readmission into Environment Co-operative Education Program.","['Summer 2024', 'Spring 2024']"
ENV,404,"(ARCH451,ENV403,GEOG403)",2,"ARCH 451, ENV 403 or GEOG 403 and readmission into Environment Co-operative Education Program.","['Summer 2024', 'Spring 2024']"
EVSC,206,"(EASC101,EVSC100,GEOG111,GEOG118,REM100,BISC101,BISC102,CHEM121,PHYS101,PHYS120)",1,"One of EASC 101, EVSC 100, GEOG 111, GEOG 118, or REM 100. Prerequisite or Corequisite: One of BISC 101, BISC 102, CHEM 121, PHYS 101, or PHYS 120; or permission of the instructor.",['Fall 2024']
EVSC,300,,2,EVSC 201W.,"['Fall 2024', 'Spring 2024']"
EVSC,305,(EVSC100),2,EVSC 100 and 50 units.,"['Fall 2024', 'Spring 2024']"
EVSC,320,"(EVSC100,BISC204,REM211,GEOG215)",2,"EVSC 100 or permission of the instructor and one of the following: BISC 204, REM 211, or GEOG 215.","['Spring 2025', 'Spring 2024']"
EVSC,380,,2,Acceptance in the environmental science co-operative education program.,"['Summer 2024', 'Spring 2024']"
EVSC,381,(EVSC380),2,EVSC 380 and readmission to the environmental science co-operative education program.,"['Summer 2024', 'Spring 2024']"
EVSC,391,,5,"60 units, 3.0 cumulative grade point average.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
EVSC,395,,2,,"['Fall 2024', 'Spring 2024']"
EVSC,400,"(EVSC300,EVSC305)",3,EVSC 300 and EVSC 305.,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
EVSC,410,"(EVSC100,REM100,EASC100,GEOG111,CHEM122,PHYS102,PHYS121,PHYS141,MATH152,MATH155)",1,"One of EVSC 100, REM 100, EASC 100, or GEOG 111; and one of CHEM 122, PHYS 102, PHYS 121, or PHYS 141; and MATH 152 or MATH 155; or permission of the instructor. Recommended: GEOG 313.",['Spring 2025']
EVSC,445,"(GEOG251,STAT100,STAT201,STAT203,STAT205,STAT270)",2,"GEOG 251, or one of STAT 100, 201, 203, 205 or 270 or permission of the instructor.","['Fall 2024', 'Spring 2024']"
EVSC,460,"(GEOG111,EASC101,BISC204,GEOG215)",1,GEOG 111 or EASC 101; BISC 204 or GEOG 215; and a minimum of 60 units. GEOG 213 is recommended.,['Spring 2025']
EVSC,480,(EVSC381),2,EVSC 381 and readmission to the environmental science co-operative education program.,"['Summer 2024', 'Spring 2024']"
EVSC,481,(EVSC480),2,EVSC 480 and readmission to the environmental science co-operative education program.,"['Summer 2024', 'Spring 2024']"
EVSC,482,(EVSC481),2,EVSC 481 and readmission to the environmental science co-operative education program.,"['Summer 2024', 'Spring 2024']"
EVSC,489,(EVSC305),5,"EVSC 305, 90 units and consent of EVSC Director.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
EVSC,491,,5,"60 units, 3.0 cumulative grade point average.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
FASS,121,,1,Program approval.,['Fall 2024']
FASS,201,,5,Open only to students accepted to the FASS Co-op Program.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
FASS,222,,2,15 units.,"['Summer 2025', 'Summer 2024']"
FASS,223,,2,15 units.,"['Summer 2025', 'Summer 2024']"
FASS,224,,2,15 units.,"['Summer 2025', 'Summer 2024']"
FASS,225,,2,15 units.,"['Summer 2025', 'Summer 2024']"
FASS,301,,5,Open only to students accepted to the FASS Co-op Program.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
FASS,302,,5,Open only to students accepted to the FASS Co-op Program.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
FASS,305,,1,,['Summer 2025']
FASS,401,,5,Open only to students accepted to the FASS Co-op Program.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
FASS,402,,5,Open only to students accepted to the FASS Co-op Program.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
FASS,499,,1,"Open to FASS Undergraduate Student Fellows, who will be selected by the faculty.",['Spring 2025']
FEP,200,,5,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
FEP,201,,5,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
FEP,202,,5,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
FEP,203,,5,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
FEP,204,,5,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
FEP,205,,5,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
FEP,206,,5,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
FEP,209,,5,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
FEP,221,,5,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
FEP,222,,5,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
FEP,224,,5,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
FEP,225,,5,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
FREN,101,,4,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024']"
FREN,102,"(FREN101,FREN120,FREN121)",4,"FREN 101, FREN 120, or FREN 121 or consult with a French advisor.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Spring 2024']"
FREN,120,,1,Never studied or experienced French before.,['Spring 2024']
FREN,121,(FREN120),1,FREN 120 or grade 10 French (or equivalent based on placement test). May not be taken for credit by students with French 11 or 12.,['Spring 2024']
FREN,201,"(FREN102,FREN122)",5,Grade 12 French or FREN 102 or FREN 122 or consult with the French advisor.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
FREN,202,"(FREN201,FREN210,FREN211,FREN212,FREN221)",2,FREN 201 or FREN 210 or FREN 211 or FREN 212 or FREN 221 or consult with the French advisor.,"['Spring 2025', 'Fall 2024']"
FREN,203,(FREN202),1,FREN 202 with a minimum grade of C-.,['Fall 2024']
FREN,221,"(FREN211),(FREN212),(FREN210)",1,"FREN 211 or 212, or with a grade of A, FREN 210. In the latter case, FREN 211 and 221 may be taken concurrently.",['Spring 2024']
FREN,222,"(FREN221),(FREN211),(FREN212)",1,"FREN 221 or, with a grade of A, FREN 211 or, with a grade of A, FREN 212.",['Spring 2024']
FREN,245,(FREN202),4,Grade 12 French Immersion or FREN 202 with a minimum grade of C+ or permission of the Department of French.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Spring 2024']"
FREN,275,(FREN202),3,Grade 12 French Immersion or FREN 202 with a minimum grade of C+ or permission of the Department of French.,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
FREN,300,(FREN202),2,Grade 12 French Immersion or FREN 202 with a minimum grade of C+ or permission of the Department of French.,"['Fall 2024', 'Spring 2024']"
FREN,302,(FREN202),1,FREN 202 with a minimum grade of C-.,['Spring 2025']
FREN,303,(FREN202),1,FREN 202 with a minimum grade of C- or Grade 12 French Immersion or with the permission of the Department of French.,['Fall 2024']
FREN,304,(FREN222),2,FREN 222 (or equivalent based on placement test).,"['Spring 2025', 'Summer 2024']"
FREN,330,(FREN222),1,FREN 222 or permission of instructor.,['Summer 2025']
FREN,333,"(FREN275),(FREN270),(LING222)",1,FREN 275 or 270 or LING 222.,['Spring 2025']
FREN,334,"(FREN275),(FREN270),(LING222)",1,FREN 275 or 270 OR LING 222.,['Fall 2024']
FREN,340,"(FREN245),(FREN240)",2,FREN 245 or 240.,"['Spring 2025', 'Spring 2024']"
FREN,341,"(FREN245),(FREN230),(FREN240)",1,FREN 245 or 230 or 240.,['Fall 2024']
FREN,344,"(FREN245),(FREN230),(FREN240)",2,FREN 245 or 230 or 240.,"['Spring 2025', 'Spring 2024']"
FREN,345,"(FREN301W,FREN245,FREN230,FREN240)",1,"FREN 301W; FREN 245, 230, or 240.",['Summer 2024']
FREN,350,(FREN245),1,FREN 245.,['Summer 2025']
FREN,352,(FREN222),2,FREN 222. Students with B+ in FREN 221 may take FREN 222 and FREN 352 concurrently.,"['Spring 2025', 'Spring 2024']"
FREN,365,(FREN245),1,FREN 245.,['Fall 2024']
FREN,416,"(FREN270,FREN275,LING222,FREN301W)",1,"FREN 270 or 275 or LING 222, FREN 301W, and at least one 300-level group A (ling.) course.",['Spring 2024']
FREN,420,"(FREN270,FREN275,LING222,FREN301W)",2,"FREN 270 or 275 or LING 222, FREN 301W, and at least one 300-level group A (ling.) course.","['Summer 2025', 'Fall 2024']"
FREN,423,"(FREN270,FREN275,LING222,FREN301W)",1,"FREN 270 or 275 or LING 222, FREN 301W, and at least one 300-level group A (ling.) course.",['Summer 2024']
FREN,425,"(FREN270,FREN275,LING222,FREN301W)",1,"FREN 270 or 275 or LING 222, FREN 301W, and at least one 300-level group A (ling.) course.",['Spring 2024']
FREN,430,"(FREN230,FREN240,FREN245,FREN301W)",1,"FREN 230 or 240 or 245, FREN 301W, and at least one 300-level group B (lit.) course.",['Summer 2024']
FREN,440,"(FREN230,FREN240,FREN245,FREN301W)",2,"FREN 230 or 240 or 245, FREN 301W, and at least one 300-level group B (lit.) course.","['Spring 2025', 'Spring 2024']"
FREN,442,"(FREN230,FREN240,FREN245,FREN301W)",1,"FREN 230 or 240 or 245, FREN 301W, and at least one 300-level group B (lit.) course.",['Fall 2024']
FREN,444,"(FREN230,FREN240,FREN245,FREN301W)",2,"FREN 230 or 240 or 245, FREN 301W, and at least one 300-level group B (lit.) course.","['Summer 2025', 'Spring 2024']"
FREN,452,"(FREN230,FREN240,FREN245,FREN270,FREN275,LING222,FREN301W)",1,"FREN 230 or 240 or 245, FREN 270 or 275 or LING 222, FREN 301W, and at least one 300-level group A (ling.) or group B (lit.) course.",['Fall 2024']
FREN,455,"(FREN230,FREN240,FREN245,FREN301W)",1,"FREN 230 or 240 or 245, FREN 301W, and at least one 300-level group B (lit.) course",['Spring 2025']
FREN,465,,1,Two 300-level FREN courses.,['Spring 2025']
FREN,480,,2,"FREN 301W and one of 230, 240, 245, 270 or 275 or LING 222. Corequisite: To be taken in conjunction with a 400-division course in French linguistics or literature.","['Spring 2025', 'Spring 2024']"
FREN,491,,1,,['Fall 2024']
GA,101,,3,,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
GA,202,,2,15 units.,"['Spring 2025', 'Summer 2024']"
GA,210,,1,15 units.,['Spring 2024']
GA,211,,1,15 units.,['Fall 2024']
GA,301,,1,45 units.,['Fall 2024']
GA,302,,3,45 units. Recommended: GA 101.,"['Summer 2025', 'Fall 2024', 'Summer 2024']"
GA,303,,2,45 units.,"['Spring 2025', 'Spring 2024']"
GA,304,,1,45 units. Recommended: GA 101.,['Fall 2024']
GA,333,,1,45 units. Recommended: GA 101 or GA 211.,['Spring 2025']
GA,388,,1,15 units.,['Fall 2024']
GA,400,,2,45 units.,"['Spring 2025', 'Spring 2024']"
GA,401,,1,45 units.,['Fall 2024']
GEOG,104,,5,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
GEOG,111,,3,,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
GEOG,150,,4,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024']"
GEOG,161,,2,,"['Spring 2025', 'Spring 2024']"
GEOG,162,,1,,['Fall 2024']
GEOG,213,"(GEOG111,EASC101)",2,GEOG 111 or EASC 101.,"['Fall 2024', 'Spring 2024']"
GEOG,214,(GEOG111),2,GEOG 111.,"['Fall 2024', 'Spring 2024']"
GEOG,215,(GEOG111),2,GEOG 111.,"['Spring 2025', 'Spring 2024']"
GEOG,221,(GEOG100),3,GEOG 100.,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
GEOG,241,"(GEOG100,INDG101,SA101,SA150)",2,"One of GEOG 100, INDG 101, SA 101, or SA 150.","['Spring 2025', 'Spring 2024']"
GEOG,251,,3,,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
GEOG,253,,2,,"['Fall 2024', 'Spring 2024']"
GEOG,255,,4,,"['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
GEOG,261,"(GEOG100,GEOG102)",1,GEOG 100 or 102.,['Spring 2025']
GEOG,267,"(GEOG100,GEOG104,GEOG162,INDG101,INDG286)",1,"Three GEOG courses including at least one of the following: GEOG 100, GEOG 104, or GEOG 162. Recommended: INDG 101 and INDG 286.",['Spring 2025']
GEOG,302,,3,,"['Fall 2024', 'Summer 2024', 'Spring 2024']"
GEOG,303,,3,,"['Fall 2024', 'Summer 2024', 'Spring 2024']"
GEOG,304,"(GEOG111,GEOG100)",1,GEOG 111 and GEOG 100; 45 units.,['Summer 2024']
GEOG,310,"(GEOG213,GEOG214,GEOG215,GEOG311,GEOG313,GEOG314,GEOG315,GEOG316,GEOG317,GEOG319)",2,"GEOG 213 and one of GEOG 214 or 215. Prerequisite or Corequisite: One of GEOG 311, 313, 314, 315, 316, 317 or 319.","['Spring 2025', 'Summer 2024']"
GEOG,311,"(GEOG213,GEOG214,GEOG251,STAT201,STAT203,STAT205,STAT270)",1,"GEOG 213 or 214; GEOG 251 or one of STAT 201, 203 (formerly 103), 205, or 270.",['Fall 2024']
GEOG,312,"(GEOG100,GEOG104,GEOG111,EASC101,EASC104)",3,"One of GEOG 100, 104 or 111 or one of EASC 101 or 104.","['Summer 2025', 'Fall 2024', 'Summer 2024']"
GEOG,313,"(GEOG213,EASC209W,EASC304)",2,"GEOG 213, or both EASC 209W and EASC 304.","['Spring 2025', 'Spring 2024']"
GEOG,314,(GEOG214),1,GEOG 214.,['Fall 2024']
GEOG,315,"(GEOG215),(BISC204)",1,GEOG 215 or BISC 204.,['Spring 2024']
GEOG,316,"(GEOG215),(BISC204)",1,GEOG 215 or BISC 204 or permission of the instructor.,['Spring 2024']
GEOG,317,"(GEOG213,GEOG214,GEOG215,CHEM121)",1,"One of GEOG 213, 214, 215, or CHEM 121.",['Spring 2025']
GEOG,321,(GEOG100),1,"At least 45 units, including GEOG 100.",['Fall 2024']
GEOG,324,(GEOG100),2,"At least 45 units, including GEOG 100.","['Spring 2025', 'Spring 2024']"
GEOG,327,"(GEOG100,REM100)",1,"At least 45 units, including GEOG 100 or REM 100.",['Spring 2025']
GEOG,328,"(GEOG100,LBST101)",1,"At least 45 units, including GEOG 100 or LBST 101.",['Spring 2025']
GEOG,333,,2,A minimum of 45 units.,"['Spring 2025', 'Spring 2024']"
GEOG,340,"(GEOG100,GSWS100,GSWS101,GSWS102,INDG101,SA101,HSCI120,CMNS130)",1,"At least 45 units, including GEOG 100 or GSWS 100 or GSWS 101 or GSWS 102 or INDG 101 or SA 101 or HSCI 120 or CMNS 130.",['Fall 2024']
GEOG,351,(GEOG255),1,GEOG 255.,['Fall 2024']
GEOG,352,"(GEOG251,STAT201,STAT203,STAT205,STAT270)",2,"GEOG 251 or one of STAT 201, 203 (formerly 103), 205, or 270.","['Spring 2025', 'Spring 2024']"
GEOG,353,(GEOG253),2,GEOG 253.,"['Spring 2025', 'Spring 2024']"
GEOG,355,(GEOG255),2,GEOG 255.,"['Fall 2024', 'Spring 2024']"
GEOG,363,(GEOG100),2,"At least 45 units, including GEOG 100.","['Summer 2025', 'Summer 2024']"
GEOG,364,(GEOG100),1,"At least 45 units, including GEOG 100.",['Fall 2024']
GEOG,385,"(GEOG100,REM100)",1,"At least 45 units, including GEOG 100 or REM 100.",['Fall 2024']
GEOG,402,,3,,"['Fall 2024', 'Summer 2024', 'Spring 2024']"
GEOG,403,,3,,"['Fall 2024', 'Summer 2024', 'Spring 2024']"
GEOG,404,,5,"Permission to enter directed readings courses requires written consent of both the faculty member willing to supervise the research, and the chair of the department.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
GEOG,405,,5,"Permission to enter directed readings courses requires written consent of both the faculty member willing to supervise the research, and the chair of the department.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
GEOG,409,(GEOG403),3,GEOG 403 and readmission to the environment co-operative education program.,"['Fall 2024', 'Summer 2024', 'Spring 2024']"
GEOG,414,(GEOG314),2,GEOG 314.,"['Spring 2025', 'Spring 2024']"
GEOG,418,"(GEOG311,GEOG314,GEOG316,GEOG317,EASC304,EASC405,GEOG251,STAT201,STAT203,STAT205,STAT270)",1,"One of GEOG 311, GEOG 314, GEOG 316, GEOG 317, EASC 304, or EASC 405; one of GEOG 251, STAT 201, STAT 203 (formerly STAT 103), STAT 205, or STAT 270.",['Spring 2024']
GEOG,432,,1,60 units including eight of upper division geography.,['Summer 2025']
GEOG,441,"(GEOG100,GEOG161)",1,"At least 45 units, including either GEOG 100 or GEOG 161.",['Fall 2024']
